total_pop,median_income,poverty_all,poverty_count,no_vehicle_hh,edu_bachelors,edu_masters,edu_professional,edu_doctorate,edu_total,owner_hh,renter_hh,hh_total,limited_english,limited_english_total,state,county,tract,GEOID,poverty_rate,poverty_rate_c,edu_bachelors_plus,pct_bachelors_plus,pct_renters,pct_limited_english
1272,82697,1255,176,142,114,116,0,0,870,176,295,471,8,1183,36,081,053501,36081053501,0.1402390438247012,-0.025119967,230,0.26436781609195403,0.6263269639065817,0.006762468
1950,-666666666,1950,285,31,250,185,7,4,1598,419,319,738,38,1865,36,081,053601,36081053601,0.14615384615384616,-0.019205165,446,0.279098874,0.43224932249322495,0.020375335
1655,103618,1647,148,42,188,131,5,0,1215,365,68,433,0,1496,36,081,053800,36081053800,0.089860352,-0.075498659,324,0.26666666666666666,0.15704387990762125,0
4367,88585,4361,359,193,889,464,11,24,3170,582,955,1537,54,4151,36,081,053901,36081053901,0.082320569,-0.083038442,1388,0.43785488958990537,0.6213402732595966,0.013008913514815708
136,-666666666,136,0,0,15,22,0,0,101,51,0,51,0,101,36,081,053902,36081053902,0,-0.165359011,37,0.36633663366336633,0,0
3943,60329,3942,575,209,446,103,30,0,2726,822,479,1301,0,3778,36,081,054000,36081054000,0.1458650431253171,-0.019493968,579,0.2123991195891416,0.3681783243658724,0
5559,81439,5402,601,312,579,216,36,40,3988,1321,327,1648,0,5129,36,081,054200,36081054200,0.1112550907071455,-0.05410392,871,0.21840521564694082,0.19842233009708737,0
3749,59980,3749,458,57,419,63,33,13,2789,274,1103,1377,11,3494,36,081,054500,36081054500,0.12216591090957589,-0.0431931,528,0.18931516672642523,0.8010167029774873,0.003148254
4953,111641,4953,571,91,724,130,145,0,3271,253,1229,1482,75,4673,36,081,054700,36081054700,0.11528366646476883,-0.050075345,999,0.3054111892387649,0.8292847503373819,0.016049646907768028
2472,103333,2472,208,64,380,65,7,27,1809,539,143,682,24,2309,36,081,054800,36081054800,0.084142395,-0.081216616,479,0.26478717523493644,0.20967741935483872,0.01039411
5800,89283,5728,788,20,879,227,10,12,3749,64,1519,1583,33,5487,36,081,054900,36081054900,0.13756983240223464,-0.027789179,1128,0.3008802347292611,0.9595704358812381,0.006014215
4398,81000,4398,741,101,740,335,25,30,2969,123,1467,1590,37,4160,36,081,055100,36081055100,0.1684856753069577,0.003126664,1130,0.38059952846076117,0.9226415094339623,0.008894231
2990,66357,2940,222,46,504,162,126,20,2280,465,523,988,45,2888,36,081,055200,36081055200,0.075510204,-0.089848807,812,0.356140351,0.5293522267206477,0.015581717451523546
3133,84315,3133,395,54,682,97,17,19,2177,93,924,1017,69,2941,36,081,055300,36081055300,0.12607724225981487,-0.039281769,815,0.37436839687643547,0.9085545722713865,0.023461407684461068
2751,90685,2751,306,68,504,104,27,0,2047,405,366,771,0,2577,36,081,055400,36081055400,0.11123227917121047,-0.054126732,635,0.3102100635075721,0.47470817120622566,0
2168,75917,2155,277,62,336,71,32,16,1505,197,536,733,35,1997,36,081,055500,36081055500,0.128538283,-0.036820728,455,0.3023255813953488,0.7312414733969986,0.017526289434151226
2355,122357,2355,177,66,373,216,33,0,1557,573,127,700,0,2242,36,081,055600,36081055600,0.075159236,-0.090199775,622,0.39948619139370584,0.18142857142857144,0
4025,86346,4025,408,85,683,430,16,11,2761,244,1168,1412,36,3878,36,081,055700,36081055700,0.1013664596273292,-0.063992551,1140,0.4128938790293372,0.8271954674220963,0.009283136
1795,80536,1795,173,14,348,92,9,23,1495,531,171,702,0,1732,36,081,055800,36081055800,0.09637883,-0.068980181,472,0.3157190635451505,0.24358974358974358,0
1158,77188,1158,205,52,260,77,0,0,801,98,249,347,21,1081,36,081,055900,36081055900,0.1770293609671848,0.011670349966619281,337,0.4207240948813982,0.7175792507204611,0.019426457
1681,106667,1677,70,53,292,90,22,0,1206,363,77,440,0,1558,36,081,056000,36081056000,0.041741205,-0.123617806,404,0.33499170812603646,0.175,0
1399,96528,1399,17,28,235,168,23,0,1090,465,36,501,7,1386,36,081,056200,36081056200,0.012151536812008578,-0.153207474,426,0.3908256880733945,0.071856287,0.005050505
1365,86667,1365,101,34,111,36,0,0,1014,280,178,458,16,1310,36,081,056400,36081056400,0.073992674,-0.091366337,147,0.14497041420118342,0.388646288,0.012213740458015267
1797,118319,1797,72,19,324,134,17,0,1336,267,334,601,31,1730,36,081,056500,36081056500,0.040066778,-0.125292233,475,0.3555389221556886,0.5557404326123128,0.017919075144508672
1369,70938,1369,307,53,141,100,30,0,1120,286,176,462,0,1311,36,081,056600,36081056600,0.22425127830533237,0.058892267,271,0.24196428571428572,0.38095238095238093,0
4971,107540,4971,244,61,614,314,0,23,3713,908,693,1601,12,4650,36,081,056700,36081056700,0.049084691,-0.11627432,951,0.25612712092647455,0.43285446595877575,0.002580645
4901,106354,4841,300,185,812,482,42,29,3680,1001,550,1551,0,4788,36,081,056800,36081056800,0.061970667,-0.103388344,1365,0.37092391304347827,0.3546099290780142,0
4056,83438,4056,564,31,669,111,29,23,2625,404,1053,1457,112,3943,36,081,057700,36081057700,0.1390532544378698,-0.026305757,832,0.31695238095238093,0.7227179135209334,0.028404767943190464
1692,70841,1692,213,16,312,78,0,9,1156,146,459,605,0,1562,36,081,057900,36081057900,0.12588652482269502,-0.039472486,399,0.34515570934256057,0.7586776859504132,0
4329,122411,4269,186,68,587,246,10,42,3020,882,222,1104,0,4252,36,081,058000,36081058000,0.043569923,-0.121789088,885,0.29304635761589404,0.20108695652173914,0
2870,74085,2870,208,14,488,194,27,0,2113,435,769,1204,19,2698,36,081,058100,36081058100,0.072473868,-0.092885143,709,0.3355418835778514,0.6387043189368771,0.007042254
5502,116369,5396,279,61,493,160,144,0,3607,1214,309,1523,0,5300,36,081,058200,36081058200,0.051704966641957006,-0.113654044,797,0.22095924591072913,0.20288903479973736,0
3757,103774,3757,311,51,744,225,32,68,2738,340,1039,1379,34,3593,36,081,058300,36081058300,0.082778813,-0.082580198,1069,0.3904309715120526,0.7534445250181291,0.009462844
4614,86667,4614,459,66,989,342,136,0,3188,335,1327,1662,0,4385,36,081,058500,36081058500,0.099479844,-0.065879167,1467,0.46016311166875784,0.7984356197352587,0
3080,98016,3080,199,59,699,259,29,12,2394,292,991,1283,38,2999,36,081,058700,36081058700,0.06461039,-0.100748621,999,0.41729323308270677,0.7724084177708496,0.012670890296765588
4833,75089,4774,994,53,1007,398,0,51,3513,130,1762,1892,13,4438,36,081,058900,36081058900,0.20821114369501467,0.042852133,1456,0.4144605750071164,0.9312896405919662,0.002929247
1186,86000,1186,91,28,185,155,9,8,898,340,62,402,0,1132,36,081,059000,36081059000,0.076728499,-0.088630512,357,0.3975501113585746,0.15422885572139303,0
5332,72671,5332,759,95,628,467,22,99,3972,497,1705,2202,62,5040,36,081,059100,36081059100,0.14234808702175544,-0.023010924,1216,0.30614300100704933,0.7742960944595823,0.012301587301587301
1510,97250,1510,240,83,289,116,0,12,1026,419,42,461,0,1400,36,081,059200,36081059200,0.15894039735099338,-0.006418614,417,0.4064327485380117,0.091106291,0
4115,78462,4115,669,124,667,270,104,45,2852,420,1074,1494,0,3987,36,081,059300,36081059300,0.16257594167679223,-0.002783069,1086,0.3807854137447405,0.7188755020080321,0
1770,149904,1770,0,27,360,340,15,18,1508,523,20,543,0,1681,36,081,059400,36081059400,0,-0.165359011,733,0.4860742705570292,0.036832413,0
1635,75250,1635,292,18,224,213,55,26,1306,206,406,612,0,1481,36,081,059501,36081059501,0.17859327217125381,0.013234261170688294,518,0.39663093415007655,0.6633986928104575,0
3220,59386,3216,606,14,601,51,8,10,1872,245,658,903,0,2956,36,081,059502,36081059502,0.1884328358208955,0.023073825,670,0.3579059829059829,0.7286821705426356,0
1539,88913,1539,80,42,98,203,64,0,1194,530,24,554,0,1523,36,081,059600,36081059600,0.051981806,-0.113377205,365,0.30569514237855944,0.0433213,0
1801,103203,1770,73,26,204,109,7,17,1086,352,185,537,0,1549,36,081,059800,36081059800,0.041242938,-0.124116073,337,0.31031307550644566,0.34450651769087526,0
1449,84125,1449,210,30,259,53,14,7,1093,273,208,481,19,1354,36,081,059900,36081059900,0.14492753623188406,-0.020431475,333,0.30466605672461117,0.43243243243243246,0.014032496307237814
1012,94583,1012,90,36,124,120,0,0,792,383,48,431,0,957,36,081,060000,36081060000,0.088932806,-0.076426205,244,0.30808080808080807,0.11136890951276102,0
2275,88750,2275,270,70,379,102,23,41,1569,393,417,810,20,2184,36,081,060100,36081060100,0.11868131868131868,-0.046677692,545,0.34735500318674317,0.5148148148148148,0.009157509
2011,90938,2011,357,80,287,169,7,14,1423,349,340,689,6,1871,36,081,060300,36081060300,0.1775236200895077,0.012164609,477,0.3352073085031623,0.4934687953555878,0.003206841
1332,98661,1332,156,83,182,106,12,11,1115,447,71,518,0,1268,36,081,060600,36081060600,0.11711711711711711,-0.048241894,311,0.2789237668161435,0.13706563706563707,0
1605,130208,1523,98,29,276,170,33,39,1195,366,89,455,0,1491,36,081,060800,36081060800,0.064346684,-0.101012327,518,0.43347280334728033,0.1956043956043956,0
1583,107115,1583,64,19,211,88,24,0,1167,409,49,458,0,1528,36,081,061000,36081061000,0.040429564,-0.124929447,323,0.27677806341045413,0.10698689956331878,0
2032,127420,2032,32,17,309,204,9,11,1638,475,46,521,0,2019,36,081,061200,36081061200,0.015748031496062992,-0.14961098,533,0.3253968253968254,0.088291747,0
5070,72055,5047,584,61,813,255,21,35,3744,394,1365,1759,39,4809,36,081,061301,36081061301,0.11571230433921141,-0.049646707,1124,0.3002136752136752,0.7760090960773166,0.008109794
1517,144500,1517,33,48,230,99,11,0,1052,384,48,432,0,1481,36,081,061400,36081061400,0.021753460777851022,-0.14360555,340,0.3231939163498099,0.1111111111111111,0
2561,101250,2561,86,162,335,228,39,19,1858,733,66,799,0,2511,36,081,061601,36081061601,0.033580633,-0.131778378,621,0.3342303552206674,0.082603254,0
1013,121058,1013,32,23,190,63,11,0,854,311,50,361,0,994,36,081,061602,36081061602,0.031589339,-0.133769672,264,0.3091334894613583,0.13850415512465375,0
1809,96587,1755,63,118,314,172,52,24,1395,558,159,717,0,1765,36,081,061800,36081061800,0.035897435897435895,-0.129461575,562,0.4028673835125448,0.2217573221757322,0
3543,82500,3543,485,19,590,347,21,0,2493,504,666,1170,0,3128,36,081,061900,36081061900,0.13688964154671182,-0.028469369,958,0.3842759727236262,0.5692307692307692,0
1370,112409,1370,35,46,272,199,7,0,1072,454,49,503,0,1353,36,081,062000,36081062000,0.025547445255474453,-0.139811566,478,0.4458955223880597,0.097415507,0
3053,87955,3053,207,46,458,148,43,43,2065,380,616,996,36,2980,36,081,062100,36081062100,0.067802162,-0.097556849,692,0.3351089588377724,0.6184738955823293,0.012080536912751677
2043,115347,2021,126,52,290,151,37,0,1625,578,81,659,0,2043,36,081,062200,36081062200,0.062345374,-0.103013637,478,0.29415384615384615,0.12291350531107739,0
2212,77986,2212,318,112,258,74,16,0,1536,392,487,879,0,2040,36,081,062300,36081062300,0.1437613019891501,-0.021597709,348,0.2265625,0.5540386803185438,0
2570,74432,2570,179,82,316,83,16,17,1883,385,524,909,0,2475,36,081,062500,36081062500,0.069649805,-0.095709206,432,0.22942113648433352,0.5764576457645765,0
2994,111659,2988,124,53,297,155,5,0,2123,794,95,889,0,2809,36,081,062600,36081062600,0.041499330655957165,-0.12385968,457,0.21526142251530853,0.10686164229471316,0
2860,76447,2860,92,115,261,27,0,14,2074,606,498,1104,0,2762,36,081,062700,36081062700,0.032167832167832165,-0.133191179,302,0.14561234329797493,0.45108695652173914,0
3476,94055,3476,282,19,363,194,11,21,2267,325,890,1215,0,3162,36,081,062900,36081062900,0.081127733,-0.084231278,589,0.25981473312748127,0.7325102880658436,0
1457,116034,1457,40,10,270,146,5,2,1169,472,116,588,0,1457,36,081,063000,36081063000,0.027453671928620454,-0.137905339,423,0.3618477331052181,0.19727891156462585,0
2534,120764,2499,122,128,345,203,18,0,1805,640,55,695,0,2434,36,081,063200,36081063200,0.048819528,-0.116539483,566,0.31357340720221605,0.079136691,0
1636,101548,1636,37,37,116,139,0,7,1057,259,251,510,0,1413,36,081,063301,36081063301,0.022616136919315404,-0.142742874,262,0.2478713339640492,0.492156863,0
1910,134205,1910,163,25,158,157,9,4,1303,348,233,581,0,1738,36,081,063302,36081063302,0.085340314,-0.080018697,328,0.25172678434382195,0.4010327022375215,0
2604,105125,2596,209,41,408,201,43,14,1892,673,252,925,0,2507,36,081,063500,36081063500,0.080508475,-0.084850536,666,0.35200845665961944,0.2724324324324324,0
3636,99611,3598,580,83,538,129,60,29,2457,955,318,1273,0,3504,36,081,063700,36081063700,0.16120066703724292,-0.004158344,756,0.3076923076923077,0.2498036135113904,0
3550,116859,3548,379,94,574,195,20,22,2905,966,124,1090,0,3451,36,081,063800,36081063800,0.1068207440811725,-0.058538267,811,0.27917383820998276,0.11376146788990826,0
3160,113409,3160,201,0,516,244,54,29,2334,570,472,1042,60,3008,36,081,063900,36081063900,0.063607595,-0.101751416,843,0.36118251928020567,0.45297504798464494,0.019946809
2489,84291,2457,91,161,365,244,80,0,1845,882,79,961,16,2381,36,081,064101,36081064101,0.037037037037037035,-0.128321974,689,0.3734417344173442,0.082206035,0.006719866
2034,92313,2034,302,66,365,199,107,23,1315,426,345,771,48,1880,36,081,064500,36081064500,0.14847590953785644,-0.016883101,694,0.5277566539923955,0.4474708171206226,0.025531915
3402,118375,3387,121,135,561,362,63,0,2596,924,180,1104,0,3240,36,081,064600,36081064600,0.035724830233244756,-0.129634181,986,0.3798151001540832,0.16304347826086957,0
2577,121667,2557,202,53,357,168,108,24,1970,706,134,840,0,2435,36,081,065000,36081065000,0.078998827,-0.086360184,657,0.333502538,0.1595238095238095,0
3616,101500,3558,360,76,381,203,33,13,2456,579,359,938,0,3464,36,081,065401,36081065401,0.10118043844856661,-0.064178573,630,0.25651465798045603,0.38272921108742003,0
4125,103438,4125,149,131,759,232,161,21,3353,922,588,1510,0,4038,36,081,065600,36081065600,0.036121212,-0.129237799,1173,0.3498359677900388,0.3894039735099338,0
1430,84327,1430,44,87,215,99,28,6,1072,335,264,599,0,1422,36,081,065702,36081065702,0.030769231,-0.13458978,348,0.3246268656716418,0.44073455759599334,0
2916,110882,2913,108,67,587,230,47,20,2379,623,391,1014,12,2870,36,081,065703,36081065703,0.037075180226570546,-0.128283831,884,0.37158469945355194,0.38560157790927024,0.004181185
1905,111731,1905,101,78,164,158,39,0,1465,520,108,628,0,1847,36,081,065900,36081065900,0.053018373,-0.112340638,361,0.24641638225255974,0.17197452229299362,0
3185,82173,3185,108,71,442,267,0,19,2296,735,396,1131,0,3123,36,081,066000,36081066000,0.033908948,-0.131450063,728,0.3170731707317073,0.35013262599469497,0
1581,107361,1581,79,87,210,157,31,6,1264,566,58,624,11,1504,36,081,066100,36081066100,0.049968374,-0.115390637,404,0.31962025316455694,0.092948718,0.00731383
2944,118333,2944,66,189,481,307,15,29,2145,850,152,1002,0,2872,36,081,066301,36081066301,0.022418478260869564,-0.142940533,832,0.3878787878787879,0.15169660678642716,0
1574,-666666666,1574,117,8,158,19,0,0,1105,251,132,383,0,1452,36,081,066401,36081066401,0.07433291,-0.091026101,177,0.16018099547511314,0.34464751958224543,0
3260,104333,3258,84,35,276,217,62,0,2577,817,213,1030,0,3071,36,081,066402,36081066402,0.025782689,-0.139576322,555,0.21536670547147846,0.20679611650485438,0
6062,102297,6035,1132,72,973,363,26,3,3802,844,770,1614,0,5739,36,081,066403,36081066403,0.18757249378624688,0.022213483,1365,0.3590215675960021,0.4770755885997522,0
4059,82356,4045,252,185,516,378,22,24,3052,855,696,1551,0,3849,36,081,066501,36081066501,0.062299135,-0.103059876,940,0.30799475753604194,0.44874274661508706,0
2718,117500,2718,334,178,362,103,12,0,1898,554,320,874,0,2481,36,081,066701,36081066701,0.12288447387785136,-0.042474537,477,0.2513171759747102,0.36613272311212813,0
1758,95208,1758,153,17,291,146,0,0,1260,296,356,652,0,1587,36,081,066900,36081066900,0.087030717,-0.078328294,437,0.3468253968253968,0.5460122699386503,0
2414,114764,2323,151,144,441,282,62,33,1863,820,103,923,0,2326,36,081,067100,36081067100,0.065002152,-0.100356859,818,0.43907675791733763,0.11159263271939328,0
1901,115250,1901,85,128,314,210,48,14,1456,584,121,705,0,1838,36,081,067700,36081067700,0.044713309,-0.120645702,586,0.4024725274725275,0.17163120567375886,0
4427,60840,4072,526,45,567,317,43,23,3301,361,1388,1749,6,4249,36,081,067900,36081067900,0.12917485265225934,-0.036184158,950,0.28779157830960317,0.793596341,0.001412097
5652,128571,5652,255,122,517,410,252,58,4139,1288,316,1604,29,5482,36,081,068000,36081068000,0.045116773,-0.120242238,1237,0.29886446001449624,0.1970074812967581,0.00529004
1076,92656,1067,67,9,168,43,15,0,762,253,101,354,0,1003,36,081,068200,36081068200,0.062792877,-0.102566134,226,0.29658792650918636,0.2853107344632768,0
4261,66354,4256,559,418,693,299,13,29,3251,785,830,1615,5,4074,36,081,068300,36081068300,0.131343985,-0.034015026,1034,0.3180559827745309,0.5139318885448917,0.001227295
4610,68566,4610,295,246,1274,416,60,17,3629,715,1330,2045,13,4371,36,081,068700,36081068700,0.063991323,-0.101367688,1767,0.4869109947643979,0.6503667481662592,0.002974148
4332,127019,4315,136,110,391,200,0,0,2814,651,460,1111,0,3952,36,081,069000,36081069000,0.031517960602549244,-0.13384105,591,0.21002132196162046,0.414041404,0
3123,72125,3123,196,163,823,283,69,3,2365,299,959,1258,0,2987,36,081,069300,36081069300,0.062760167,-0.102598844,1178,0.4980972515856237,0.7623211446740858,0
3573,105708,3568,243,118,451,272,45,8,2585,611,514,1125,0,3411,36,081,069400,36081069400,0.068105381,-0.09725363,776,0.3001934235976789,0.4568888888888889,0
2417,116125,2399,319,58,498,287,24,23,1966,437,403,840,0,2335,36,081,069500,36081069500,0.1329720716965402,-0.032386939,832,0.4231943031536114,0.4797619047619048,0
4460,101168,4460,349,116,1054,465,119,68,3234,254,1521,1775,0,4168,36,081,069701,36081069701,0.078251121,-0.08710789,1706,0.5275200989486704,0.8569014084507042,0
4309,84991,4153,499,222,986,467,44,132,3107,1143,444,1587,63,3927,36,081,069702,36081069702,0.12015410546592825,-0.045204906,1629,0.5242999678146122,0.27977315689981097,0.016042780748663103
2114,91278,2114,190,114,504,243,57,71,1579,541,368,909,0,1977,36,081,070300,36081070300,0.08987701,-0.075482001,875,0.5541481950601647,0.40484048404840484,0
2661,108616,2657,61,125,546,398,147,78,1935,798,203,1001,0,2552,36,081,070700,36081070700,0.022958223560406475,-0.142400787,1169,0.6041343669250646,0.20279720279720279,0
2950,109595,2950,296,133,724,457,48,149,2069,598,540,1138,0,2720,36,081,070900,36081070900,0.10033898305084746,-0.065020028,1378,0.666022233,0.47451669595782076,0
6044,102734,5969,309,622,1938,1115,180,179,4913,1812,1101,2913,0,5489,36,081,071100,36081071100,0.051767465237058136,-0.113591546,3412,0.6944840219824954,0.3779608650875386,0
5509,98155,5509,321,470,1873,435,456,242,4382,1010,1615,2625,0,5218,36,081,071303,36081071303,0.058268288,-0.107090723,3006,0.6859881332724783,0.6152380952380953,0
6195,100199,6195,785,849,1932,1008,229,82,5166,1585,1558,3143,85,5880,36,081,071304,36081071304,0.12671509281678772,-0.038643918,3251,0.6293070073557878,0.4957047406936048,0.014455782
5576,108007,5576,227,146,1251,934,372,66,4053,501,1988,2489,0,5224,36,081,071305,36081071305,0.040710187,-0.124648824,2623,0.6471749321490254,0.7987143431096826,0
